mir,GO,gene
miR-146a,GO:0006954~inflammatory response,CXCR4
miR-146a,GO:0007186~G-protein coupled receptor signaling pathway,CXCR4
miR-146a,GO:0007204~positive regulation of cytosolic calcium ion concentration,CXCR4
miR-146a,GO:0009615~response to virus,CXCR4
miR-146a,GO:0019064~fusion of virus membrane with host plasma membrane,CXCR4
miR-146a,GO:0019722~calcium-mediated signaling,CXCR4
miR-146a,GO:0030260~entry into host cell,CXCR4
miR-146a,GO:0030334~regulation of cell migration,CXCR4
miR-146a,GO:0043217~myelin maintenance,CXCR4
miR-146a,GO:0048714~positive regulation of oligodendrocyte differentiation,CXCR4
miR-146a,GO:0050920~regulation of chemotaxis,CXCR4
miR-146a,GO:0070098~chemokine-mediated signaling pathway,CXCR4
miR-146a,GO:0071345~cellular response to cytokine stimulus<COMMA>,CXCR4
miR-146a,GO:0000188~inactivation of MAPK activity,DUSP1
miR-146a,GO:0001706~endoderm formation,DUSP1
miR-146a,GO:0006979~response to oxidative stress,DUSP1
miR-146a,GO:0009416~response to light stimulus,DUSP1
miR-146a,GO:0032355~response to estradiol,DUSP1
miR-146a,GO:0032526~response to retinoic acid,DUSP1
miR-146a,GO:0032870~cellular response to hormone stimulus,DUSP1
miR-146a,GO:0033574~response to testosterone,DUSP1
miR-146a,GO:0035335~peptidyl-tyrosine dephosphorylation,DUSP1
miR-146a,GO:0035556~intracellular signal transduction,DUSP1
miR-146a,GO:0035970~peptidyl-threonine dephosphorylation,DUSP1
miR-146a,GO:0042542~response to hydrogen peroxide,DUSP1
miR-146a,GO:0042981~regulation of apoptotic process,DUSP1
miR-146a,GO:0043065~positive regulation of apoptotic process,DUSP1
miR-146a,GO:0043066~negative regulation of apoptotic process,DUSP1
miR-146a,GO:0043407~negative regulation of MAP kinase activity,DUSP1
miR-146a,GO:0043409~negative regulation of MAPK cascade,DUSP1
miR-146a,GO:0051384~response to glucocorticoid,DUSP1
miR-146a,GO:0051447~negative regulation of meiotic cell cycle,DUSP1
miR-146a,GO:0051591~response to cAMP,DUSP1
miR-146a,GO:0051592~response to calcium ion,DUSP1
miR-146a,GO:0070373~negative regulation of ERK1 and ERK2 cascade,DUSP1
miR-146a,GO:0071850~mitotic cell cycle arrest,DUSP1
miR-146a,GO:0090266~regulation of mitotic cell cycle spindle assembly checkpoint,DUSP1
miR-146a,GO:2000279~negative regulation of DNA biosynthetic process<COMMA>,DUSP1
miR-146a,GO:0000165~MAPK cascade,EGFR
miR-146a,GO:0000186~activation of MAPKK activity,EGFR
miR-146a,GO:0001503~ossification,EGFR
miR-146a,GO:0001892~embryonic placenta development,EGFR
miR-146a,GO:0001934~positive regulation of protein phosphorylation,EGFR
miR-146a,GO:0001942~hair follicle development,EGFR
miR-146a,GO:0006412~translation,EGFR
miR-146a,GO:0006898~receptor-mediated endocytosis,EGFR
miR-146a,GO:0006950~response to stress,EGFR
miR-146a,GO:0006970~response to osmotic stress,EGFR
miR-146a,GO:0006979~response to oxidative stress,EGFR
miR-146a,GO:0007165~signal transduction,EGFR
miR-146a,GO:0007166~cell surface receptor signaling pathway,EGFR
miR-146a,GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway,EGFR
miR-146a,GO:0007173~epidermal growth factor receptor signaling pathway,EGFR
miR-146a,GO:0007202~activation of phospholipase C activity,EGFR
miR-146a,GO:0007435~salivary gland morphogenesis,EGFR
miR-146a,GO:0007494~midgut development,EGFR
miR-146a,GO:0007611~learning or memory,EGFR
miR-146a,GO:0007623~circadian rhythm,EGFR
miR-146a,GO:0008283~cell proliferation,EGFR
miR-146a,GO:0008284~positive regulation of cell proliferation,EGFR
miR-146a,GO:0010960~magnesium ion homeostasis,EGFR
miR-146a,GO:0014066~regulation of phosphatidylinositol 3-kinase signaling,EGFR
miR-146a,GO:0016101~diterpenoid metabolic process,EGFR
miR-146a,GO:0016337~single organismal cell-cell adhesion,EGFR
miR-146a,GO:0018108~peptidyl-tyrosine phosphorylation,EGFR
miR-146a,GO:0021795~cerebral cortex cell migration,EGFR
miR-146a,GO:0030307~positive regulation of cell growth,EGFR
miR-146a,GO:0030324~lung development,EGFR
miR-146a,GO:0030335~positive regulation of cell migration,EGFR
miR-146a,GO:0031659~positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle,EGFR
miR-146a,GO:0032930~positive regulation of superoxide anion generation,EGFR
miR-146a,GO:0033590~response to cobalamin,EGFR
miR-146a,GO:0033594~response to hydroxyisoflavone,EGFR
miR-146a,GO:0035413~positive regulation of catenin import into nucleus,EGFR
miR-146a,GO:0035690~cellular response to drug,EGFR
miR-146a,GO:0038128~ERBB2 signaling pathway,EGFR
miR-146a,GO:0042059~negative regulation of epidermal growth factor receptor signaling pathway,EGFR
miR-146a,GO:0042060~wound healing,EGFR
miR-146a,GO:0042177~negative regulation of protein catabolic process,EGFR
miR-146a,GO:0042327~positive regulation of phosphorylation,EGFR
miR-146a,GO:0042698~ovulation cycle,EGFR
miR-146a,GO:0042743~hydrogen peroxide metabolic process,EGFR
miR-146a,GO:0043006~activation of phospholipase A2 activity by calcium-mediated signaling,EGFR
miR-146a,GO:0043066~negative regulation of apoptotic process,EGFR
miR-146a,GO:0043406~positive regulation of MAP kinase activity,EGFR
miR-146a,GO:0043547~positive regulation of GTPase activity,EGFR
miR-146a,GO:0043586~tongue development,EGFR
miR-146a,GO:0045429~positive regulation of nitric oxide biosynthetic process,EGFR
miR-146a,GO:0045739~positive regulation of DNA repair,EGFR
miR-146a,GO:0045740~positive regulation of DNA replication,EGFR
miR-146a,GO:0045780~positive regulation of bone resorption,EGFR
miR-146a,GO:0045907~positive regulation of vasoconstriction,EGFR
miR-146a,GO:0045909~positive regulation of vasodilation,EGFR
miR-146a,GO:0045930~negative regulation of mitotic cell cycle,EGFR
miR-146a,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,EGFR
miR-146a,GO:0046777~protein autophosphorylation,EGFR
miR-146a,GO:0046854~phosphatidylinositol phosphorylation,EGFR
miR-146a,GO:0048015~phosphatidylinositol-mediated signaling,EGFR
miR-146a,GO:0048143~astrocyte activation,EGFR
miR-146a,GO:0048146~positive regulation of fibroblast proliferation,EGFR
miR-146a,GO:0048546~digestive tract morphogenesis,EGFR
miR-146a,GO:0048661~positive regulation of smooth muscle cell proliferation,EGFR
miR-146a,GO:0048812~neuron projection morphogenesis,EGFR
miR-146a,GO:0050679~positive regulation of epithelial cell proliferation,EGFR
miR-146a,GO:0050729~positive regulation of inflammatory response,EGFR
miR-146a,GO:0050730~regulation of peptidyl-tyrosine phosphorylation,EGFR
miR-146a,GO:0050999~regulation of nitric-oxide synthase activity,EGFR
miR-146a,GO:0051205~protein insertion into membrane,EGFR
miR-146a,GO:0051592~response to calcium ion,EGFR
miR-146a,GO:0051897~positive regulation of protein kinase B signaling,EGFR
miR-146a,GO:0051968~positive regulation of synaptic transmission<COMMA> glutamatergic,EGFR
miR-146a,GO:0060571~morphogenesis of an epithelial fold,EGFR
miR-146a,GO:0061029~eyelid development in camera-type eye,EGFR
miR-146a,GO:0070141~response to UV-A,EGFR
miR-146a,GO:0070374~positive regulation of ERK1 and ERK2 cascade,EGFR
miR-146a,GO:0071230~cellular response to amino acid stimulus,EGFR
miR-146a,GO:0071260~cellular response to mechanical stimulus,EGFR
miR-146a,GO:0071364~cellular response to epidermal growth factor stimulus,EGFR
miR-146a,GO:0071392~cellular response to estradiol stimulus,EGFR
miR-146a,GO:0071549~cellular response to dexamethasone stimulus,EGFR
miR-146a,GO:0097421~liver regeneration,EGFR
miR-146a,GO:1902722~positive regulation of prolactin secretion,EGFR
miR-146a,GO:1903800~positive regulation of production of miRNAs involved in gene silencing by miRNA,EGFR
miR-146a,GO:1905208~negative regulation of cardiocyte differentiation,EGFR
miR-146a,GO:2000145~regulation of cell motility<COMMA>,EGFR
miR-146a,GO:0000398~mRNA splicing<COMMA> via spliceosome,ELAVL1
miR-146a,GO:0007275~multicellular organism development,ELAVL1
miR-146a,GO:0043488~regulation of mRNA stability,ELAVL1
miR-146a,GO:0045727~positive regulation of translation,ELAVL1
miR-146a,GO:0048255~mRNA stabilization,ELAVL1
miR-146a,GO:0060965~negative regulation of gene silencing by miRNA,ELAVL1
miR-146a,GO:0070935~3'-UTR-mediated mRNA stabilization,ELAVL1
miR-146a,GO:2000036~regulation of stem cell population maintenance<COMMA>,ELAVL1
miR-146a,GO:0000165~MAPK cascade,Erbb4
miR-146a,GO:0001755~neural crest cell migration,Erbb4
miR-146a,GO:0001934~positive regulation of protein phosphorylation,Erbb4
miR-146a,GO:0006351~transcription<COMMA> DNA-templated,Erbb4
miR-146a,GO:0007165~signal transduction,Erbb4
miR-146a,GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway,Erbb4
miR-146a,GO:0007399~nervous system development,Erbb4
miR-146a,GO:0007507~heart development,Erbb4
miR-146a,GO:0007595~lactation,Erbb4
miR-146a,GO:0008283~cell proliferation,Erbb4
miR-146a,GO:0008284~positive regulation of cell proliferation,Erbb4
miR-146a,GO:0008285~negative regulation of cell proliferation,Erbb4
miR-146a,GO:0009880~embryonic pattern specification,Erbb4
miR-146a,GO:0014066~regulation of phosphatidylinositol 3-kinase signaling,Erbb4
miR-146a,GO:0014068~positive regulation of phosphatidylinositol 3-kinase signaling,Erbb4
miR-146a,GO:0016477~cell migration,Erbb4
miR-146a,GO:0018108~peptidyl-tyrosine phosphorylation,Erbb4
miR-146a,GO:0021551~central nervous system morphogenesis,Erbb4
miR-146a,GO:0021889~olfactory bulb interneuron differentiation,Erbb4
miR-146a,GO:0030334~regulation of cell migration,Erbb4
miR-146a,GO:0038083~peptidyl-tyrosine autophosphorylation,Erbb4
miR-146a,GO:0038128~ERBB2 signaling pathway,Erbb4
miR-146a,GO:0042523~positive regulation of tyrosine phosphorylation of Stat5 protein,Erbb4
miR-146a,GO:0043065~positive regulation of apoptotic process,Erbb4
miR-146a,GO:0043066~negative regulation of apoptotic process,Erbb4
miR-146a,GO:0043547~positive regulation of GTPase activity,Erbb4
miR-146a,GO:0043552~positive regulation of phosphatidylinositol 3-kinase activity,Erbb4
miR-146a,GO:0043653~mitochondrial fragmentation involved in apoptotic process,Erbb4
miR-146a,GO:0045165~cell fate commitment,Erbb4
miR-146a,GO:0045893~positive regulation of transcription<COMMA> DNA-templated,Erbb4
miR-146a,GO:0046777~protein autophosphorylation,Erbb4
miR-146a,GO:0046854~phosphatidylinositol phosphorylation,Erbb4
miR-146a,GO:0048015~phosphatidylinositol-mediated signaling,Erbb4
miR-146a,GO:0060045~positive regulation of cardiac muscle cell proliferation,Erbb4
miR-146a,GO:0060644~mammary gland epithelial cell differentiation,Erbb4
miR-146a,GO:0060749~mammary gland alveolus development,Erbb4
miR-146a,GO:0061026~cardiac muscle tissue regeneration,Erbb4
miR-146a,GO:0070374~positive regulation of ERK1 and ERK2 cascade,Erbb4
miR-146a,GO:2000010~positive regulation of protein localization to cell surface,Erbb4
miR-146a,GO:2000145~regulation of cell motility,Erbb4
miR-146a,GO:2000366~positive regulation of STAT protein import into nucleus,Erbb4
miR-146a,GO:2001223~negative regulation of neuron migration<COMMA>,Erbb4
miR-146a,GO:0001916~positive regulation of T cell mediated cytotoxicity,FADD
miR-146a,GO:0002821~positive regulation of adaptive immune response,FADD
miR-146a,GO:0006915~apoptotic process,FADD
miR-146a,GO:0006919~activation of cysteine-type endopeptidase activity involved in apoptotic process,FADD
miR-146a,GO:0007165~signal transduction,FADD
miR-146a,GO:0007166~cell surface receptor signaling pathway,FADD
miR-146a,GO:0008625~extrinsic apoptotic signaling pathway via death domain receptors,FADD
miR-146a,GO:0032729~positive regulation of interferon-gamma production,FADD
miR-146a,GO:0032757~positive regulation of interleukin-8 production,FADD
miR-146a,GO:0032760~positive regulation of tumor necrosis factor production,FADD
miR-146a,GO:0033077~T cell differentiation in thymus,FADD
miR-146a,GO:0035666~TRIF-dependent toll-like receptor signaling pathway,FADD
miR-146a,GO:0036462~TRAIL-activated apoptotic signaling pathway,FADD
miR-146a,GO:0042104~positive regulation of activated T cell proliferation,FADD
miR-146a,GO:0042981~regulation of apoptotic process,FADD
miR-146a,GO:0043029~T cell homeostasis,FADD
miR-146a,GO:0043065~positive regulation of apoptotic process,FADD
miR-146a,GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling,FADD
miR-146a,GO:0045087~innate immune response,FADD
miR-146a,GO:0045651~positive regulation of macrophage differentiation,FADD
miR-146a,GO:0045862~positive regulation of proteolysis,FADD
miR-146a,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,FADD
miR-146a,GO:0048535~lymph node development,FADD
miR-146a,GO:0048536~spleen development,FADD
miR-146a,GO:0048538~thymus development,FADD
miR-146a,GO:0051291~protein heterooligomerization,FADD
miR-146a,GO:0051607~defense response to virus,FADD
miR-146a,GO:0060340~positive regulation of type I interferon-mediated signaling pathway,FADD
miR-146a,GO:0060546~negative regulation of necroptotic process,FADD
miR-146a,GO:0070236~negative regulation of activation-induced cell death of T cells,FADD
miR-146a,GO:0071260~cellular response to mechanical stimulus,FADD
miR-146a,GO:0071550~death-inducing signaling complex assembly,FADD
miR-146a,GO:0097049~motor neuron apoptotic process,FADD
miR-146a,GO:0097190~apoptotic signaling pathway,FADD
miR-146a,GO:0097191~extrinsic apoptotic signaling pathway,FADD
miR-146a,GO:0097192~extrinsic apoptotic signaling pathway in absence of ligand,FADD
miR-146a,GO:0097202~activation of cysteine-type endopeptidase activity,FADD
miR-146a,GO:0097296~activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,FADD
miR-146a,GO:0097527~necroptotic signaling pathway,FADD
miR-146a,GO:1902041~regulation of extrinsic apoptotic signaling pathway via death domain receptors,FADD
miR-146a,GO:1902042~negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,FADD
miR-146a,GO:1902043~positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,FADD
miR-146a,GO:2000454~positive regulation of CD8-positive<COMMA> alpha-beta cytotoxic T cell extravasation,FADD
miR-146a,GO:2001238~positive regulation of extrinsic apoptotic signaling pathway<COMMA>,FADD
miR-146a,GO:0006915~apoptotic process,FAF1
miR-146a,GO:0007253~cytoplasmic sequestering of NF-kappaB,FAF1
miR-146a,GO:0008219~cell death,FAF1
miR-146a,GO:0010942~positive regulation of cell death,FAF1
miR-146a,GO:0030155~regulation of cell adhesion,FAF1
miR-146a,GO:0031334~positive regulation of protein complex assembly,FAF1
miR-146a,GO:0042176~regulation of protein catabolic process,FAF1
miR-146a,GO:0043065~positive regulation of apoptotic process,FAF1
miR-146a,GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process,FAF1
miR-146a,GO:0045859~regulation of protein kinase activity,FAF1
miR-146a,GO:1902043~positive regulation of extrinsic apoptotic signaling pathway via death domain receptors<COMMA>,FAF1
miR-146a,GO:0002377~immunoglobulin production,FAS
miR-146a,GO:0003014~renal system process,FAS
miR-146a,GO:0006461~protein complex assembly,FAS
miR-146a,GO:0006915~apoptotic process,FAS
miR-146a,GO:0006919~activation of cysteine-type endopeptidase activity involved in apoptotic process,FAS
miR-146a,GO:0006924~activation-induced cell death of T cells,FAS
miR-146a,GO:0006925~inflammatory cell apoptotic process,FAS
miR-146a,GO:0006954~inflammatory response,FAS
miR-146a,GO:0006955~immune response,FAS
miR-146a,GO:0007165~signal transduction,FAS
miR-146a,GO:0007420~brain development,FAS
miR-146a,GO:0007623~circadian rhythm,FAS
miR-146a,GO:0008625~extrinsic apoptotic signaling pathway via death domain receptors,FAS
miR-146a,GO:0009636~response to toxic substance,FAS
miR-146a,GO:0010467~gene expression,FAS
miR-146a,GO:0019724~B cell mediated immunity,FAS
miR-146a,GO:0032464~positive regulation of protein homooligomerization,FAS
miR-146a,GO:0032496~response to lipopolysaccharide,FAS
miR-146a,GO:0033209~tumor necrosis factor-mediated signaling pathway,FAS
miR-146a,GO:0042127~regulation of cell proliferation,FAS
miR-146a,GO:0042981~regulation of apoptotic process,FAS
miR-146a,GO:0043065~positive regulation of apoptotic process,FAS
miR-146a,GO:0043066~negative regulation of apoptotic process,FAS
miR-146a,GO:0043281~regulation of cysteine-type endopeptidase activity involved in apoptotic process,FAS
miR-146a,GO:0043410~positive regulation of MAPK cascade,FAS
miR-146a,GO:0045060~negative thymic T cell selection,FAS
miR-146a,GO:0045619~regulation of lymphocyte differentiation,FAS
miR-146a,GO:0045637~regulation of myeloid cell differentiation,FAS
miR-146a,GO:0048536~spleen development,FAS
miR-146a,GO:0050869~negative regulation of B cell activation,FAS
miR-146a,GO:0051260~protein homooligomerization,FAS
miR-146a,GO:0051384~response to glucocorticoid,FAS
miR-146a,GO:0070230~positive regulation of lymphocyte apoptotic process,FAS
miR-146a,GO:0071260~cellular response to mechanical stimulus,FAS
miR-146a,GO:0071285~cellular response to lithium ion,FAS
miR-146a,GO:0071455~cellular response to hyperoxia,FAS
miR-146a,GO:0097049~motor neuron apoptotic process,FAS
miR-146a,GO:0097190~apoptotic signaling pathway,FAS
miR-146a,GO:0097191~extrinsic apoptotic signaling pathway,FAS
miR-146a,GO:0097192~extrinsic apoptotic signaling pathway in absence of ligand,FAS
miR-146a,GO:0097284~hepatocyte apoptotic process,FAS
miR-146a,GO:0097296~activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,FAS
miR-146a,GO:0097527~necroptotic signaling pathway,FAS
miR-146a,GO:1902041~regulation of extrinsic apoptotic signaling pathway via death domain receptors,FAS
miR-146a,GO:1902042~negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,FAS
miR-146a,GO:2001241~positive regulation of extrinsic apoptotic signaling pathway in absence of ligand<COMMA>,FAS
miR-146a,GO:0006351~transcription<COMMA> DNA-templated,HOXD10
miR-146a,GO:0007338~single fertilization,HOXD10
miR-146a,GO:0007519~skeletal muscle tissue development,HOXD10
miR-146a,GO:0008344~adult locomotory behavior,HOXD10
miR-146a,GO:0009952~anterior/posterior pattern specification,HOXD10
miR-146a,GO:0009954~proximal/distal pattern formation,HOXD10
miR-146a,GO:0021520~spinal cord motor neuron cell fate specification,HOXD10
miR-146a,GO:0030326~embryonic limb morphogenesis,HOXD10
miR-146a,GO:0035136~forelimb morphogenesis,HOXD10
miR-146a,GO:0035137~hindlimb morphogenesis,HOXD10
miR-146a,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,HOXD10
miR-146a,GO:0048704~embryonic skeletal system morphogenesis,HOXD10
miR-146a,GO:0048935~peripheral nervous system neuron development,HOXD10
miR-146a,GO:0050905~neuromuscular process<COMMA>,HOXD10
miR-146a,GO:0001541~ovarian follicle development,ICAM1
miR-146a,GO:0001910~regulation of leukocyte mediated cytotoxicity,ICAM1
miR-146a,GO:0001975~response to amphetamine,ICAM1
miR-146a,GO:0002291~T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,ICAM1
miR-146a,GO:0002438~acute inflammatory response to antigenic stimulus,ICAM1
miR-146a,GO:0002457~T cell antigen processing and presentation,ICAM1
miR-146a,GO:0002693~positive regulation of cellular extravasation,ICAM1
miR-146a,GO:0007155~cell adhesion,ICAM1
miR-146a,GO:0007157~heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,ICAM1
miR-146a,GO:0007159~leukocyte cell-cell adhesion,ICAM1
miR-146a,GO:0007569~cell aging,ICAM1
miR-146a,GO:0007605~sensory perception of sound,ICAM1
miR-146a,GO:0008360~regulation of cell shape,ICAM1
miR-146a,GO:0010212~response to ionizing radiation,ICAM1
miR-146a,GO:0010477~response to sulfur dioxide,ICAM1
miR-146a,GO:0014070~response to organic cyclic compound,ICAM1
miR-146a,GO:0016337~single organismal cell-cell adhesion,ICAM1
miR-146a,GO:0022614~membrane to membrane docking,ICAM1
miR-146a,GO:0030155~regulation of cell adhesion,ICAM1
miR-146a,GO:0030198~extracellular matrix organization,ICAM1
miR-146a,GO:0030838~positive regulation of actin filament polymerization,ICAM1
miR-146a,GO:0031669~cellular response to nutrient levels,ICAM1
miR-146a,GO:0033627~cell adhesion mediated by integrin,ICAM1
miR-146a,GO:0034698~response to gonadotropin,ICAM1
miR-146a,GO:0042493~response to drug,ICAM1
miR-146a,GO:0043200~response to amino acid,ICAM1
miR-146a,GO:0043547~positive regulation of GTPase activity,ICAM1
miR-146a,GO:0044406~adhesion of symbiont to host,ICAM1
miR-146a,GO:0045429~positive regulation of nitric oxide biosynthetic process,ICAM1
miR-146a,GO:0045471~response to ethanol,ICAM1
miR-146a,GO:0045907~positive regulation of vasoconstriction,ICAM1
miR-146a,GO:0046688~response to copper ion,ICAM1
miR-146a,GO:0046718~viral entry into host cell,ICAM1
miR-146a,GO:0046813~receptor-mediated virion attachment to host cell,ICAM1
miR-146a,GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation,ICAM1
miR-146a,GO:0050776~regulation of immune response,ICAM1
miR-146a,GO:0050900~leukocyte migration,ICAM1
miR-146a,GO:0051092~positive regulation of NF-kappaB transcription factor activity,ICAM1
miR-146a,GO:0051926~negative regulation of calcium ion transport,ICAM1
miR-146a,GO:0060333~interferon-gamma-mediated signaling pathway,ICAM1
miR-146a,GO:0061028~establishment of endothelial barrier,ICAM1
miR-146a,GO:0070234~positive regulation of T cell apoptotic process,ICAM1
miR-146a,GO:0070374~positive regulation of ERK1 and ERK2 cascade,ICAM1
miR-146a,GO:0071222~cellular response to lipopolysaccharide,ICAM1
miR-146a,GO:0071312~cellular response to alkaloid,ICAM1
miR-146a,GO:0071333~cellular response to glucose stimulus,ICAM1
miR-146a,GO:0071347~cellular response to interleukin-1,ICAM1
miR-146a,GO:0071356~cellular response to tumor necrosis factor,ICAM1
miR-146a,GO:0071456~cellular response to hypoxia,ICAM1
miR-146a,GO:0097368~establishment of Sertoli cell barrier,ICAM1
miR-146a,GO:1900027~regulation of ruffle assembly,ICAM1
miR-146a,GO:1902042~negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,ICAM1
miR-146a,GO:2000352~negative regulation of endothelial cell apoptotic process<COMMA>,ICAM1
miR-146a,GO:0000187~activation of MAPK activity,IRAK1
miR-146a,GO:0001959~regulation of cytokine-mediated signaling pathway,IRAK1
miR-146a,GO:0002224~toll-like receptor signaling pathway,IRAK1
miR-146a,GO:0002755~MyD88-dependent toll-like receptor signaling pathway,IRAK1
miR-146a,GO:0006468~protein phosphorylation,IRAK1
miR-146a,GO:0007165~signal transduction,IRAK1
miR-146a,GO:0007178~transmembrane receptor protein serine/threonine kinase signaling pathway,IRAK1
miR-146a,GO:0007250~activation of NF-kappaB-inducing kinase activity,IRAK1
miR-146a,GO:0007254~JNK cascade,IRAK1
miR-146a,GO:0007568~aging,IRAK1
miR-146a,GO:0031663~lipopolysaccharide-mediated signaling pathway,IRAK1
miR-146a,GO:0032088~negative regulation of NF-kappaB transcription factor activity,IRAK1
miR-146a,GO:0032481~positive regulation of type I interferon production,IRAK1
miR-146a,GO:0032496~response to lipopolysaccharide,IRAK1
miR-146a,GO:0034134~toll-like receptor 2 signaling pathway,IRAK1
miR-146a,GO:0034142~toll-like receptor 4 signaling pathway,IRAK1
miR-146a,GO:0034162~toll-like receptor 9 signaling pathway,IRAK1
miR-146a,GO:0034605~cellular response to heat,IRAK1
miR-146a,GO:0043066~negative regulation of apoptotic process,IRAK1
miR-146a,GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling,IRAK1
miR-146a,GO:0043406~positive regulation of MAP kinase activity,IRAK1
miR-146a,GO:0045087~innate immune response,IRAK1
miR-146a,GO:0045893~positive regulation of transcription<COMMA> DNA-templated,IRAK1
miR-146a,GO:0046777~protein autophosphorylation,IRAK1
miR-146a,GO:0048661~positive regulation of smooth muscle cell proliferation,IRAK1
miR-146a,GO:0051092~positive regulation of NF-kappaB transcription factor activity,IRAK1
miR-146a,GO:0051259~protein oligomerization,IRAK1
miR-146a,GO:0070423~nucleotide-binding oligomerization domain containing signaling pathway,IRAK1
miR-146a,GO:0070498~interleukin-1-mediated signaling pathway,IRAK1
miR-146a,GO:0070555~response to interleukin-1,IRAK1
miR-146a,GO:0071456~cellular response to hypoxia<COMMA>,IRAK1
miR-146a,GO:0000187~activation of MAPK activity,IRAK2
miR-146a,GO:0001959~regulation of cytokine-mediated signaling pathway,IRAK2
miR-146a,GO:0002224~toll-like receptor signaling pathway,IRAK2
miR-146a,GO:0002755~MyD88-dependent toll-like receptor signaling pathway,IRAK2
miR-146a,GO:0006468~protein phosphorylation,IRAK2
miR-146a,GO:0006954~inflammatory response,IRAK2
miR-146a,GO:0007249~I-kappaB kinase/NF-kappaB signaling,IRAK2
miR-146a,GO:0007254~JNK cascade,IRAK2
miR-146a,GO:0031663~lipopolysaccharide-mediated signaling pathway,IRAK2
miR-146a,GO:0032088~negative regulation of NF-kappaB transcription factor activity,IRAK2
miR-146a,GO:0034162~toll-like receptor 9 signaling pathway,IRAK2
miR-146a,GO:0051092~positive regulation of NF-kappaB transcription factor activity,IRAK2
miR-146a,GO:0070423~nucleotide-binding oligomerization domain containing signaling pathway,IRAK2
miR-146a,GO:0070498~interleukin-1-mediated signaling pathway,IRAK2
miR-146a,GO:0070555~response to interleukin-1<COMMA>,IRAK2
miR-146a,GO:0006281~DNA repair,KIF22
miR-146a,GO:0006890~retrograde vesicle-mediated transport<COMMA> Golgi to ER,KIF22
miR-146a,GO:0007018~microtubule-based movement,KIF22
miR-146a,GO:0007062~sister chromatid cohesion,KIF22
miR-146a,GO:0007067~mitotic nuclear division,KIF22
miR-146a,GO:0007080~mitotic metaphase plate congression,KIF22
miR-146a,GO:0019886~antigen processing and presentation of exogenous peptide antigen via MHC class II,KIF22
miR-146a,GO:0051310~metaphase plate congression<COMMA>,KIF22
miR-146a,GO:0006935~chemotaxis,L1CAM
miR-146a,GO:0007155~cell adhesion,L1CAM
miR-146a,GO:0007399~nervous system development,L1CAM
miR-146a,GO:0007411~axon guidance,L1CAM
miR-146a,GO:0045773~positive regulation of axon extension,L1CAM
miR-146a,GO:0050900~leukocyte migration<COMMA>,L1CAM
miR-146a,GO:0007155~cell adhesion,LAMC2
miR-146a,GO:0008284~positive regulation of cell proliferation,LAMC2
miR-146a,GO:0008544~epidermis development,LAMC2
miR-146a,GO:0022617~extracellular matrix disassembly,LAMC2
miR-146a,GO:0030198~extracellular matrix organization,LAMC2
miR-146a,GO:0030335~positive regulation of cell migration,LAMC2
miR-146a,GO:0031581~hemidesmosome assembly<COMMA>,LAMC2
miR-146a,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,MTA2
miR-146a,GO:0006306~DNA methylation,MTA2
miR-146a,GO:0006333~chromatin assembly or disassembly,MTA2
miR-146a,GO:0010762~regulation of fibroblast migration,MTA2
miR-146a,GO:0016575~histone deacetylation,MTA2
miR-146a,GO:0043044~ATP-dependent chromatin remodeling,MTA2
miR-146a,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,MTA2
miR-146a,GO:1901796~regulation of signal transduction by p53 class mediator<COMMA>,MTA2
miR-146a,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,NFKB1
miR-146a,GO:0002223~stimulatory C-type lectin receptor signaling pathway,NFKB1
miR-146a,GO:0006357~regulation of transcription from RNA polymerase II promoter,NFKB1
miR-146a,GO:0006366~transcription from RNA polymerase II promoter,NFKB1
miR-146a,GO:0006915~apoptotic process,NFKB1
miR-146a,GO:0006954~inflammatory response,NFKB1
miR-146a,GO:0007165~signal transduction,NFKB1
miR-146a,GO:0007249~I-kappaB kinase/NF-kappaB signaling,NFKB1
miR-146a,GO:0010629~negative regulation of gene expression,NFKB1
miR-146a,GO:0010744~positive regulation of macrophage derived foam cell differentiation,NFKB1
miR-146a,GO:0010884~positive regulation of lipid storage,NFKB1
