miRTarBase ID	miRNA	Species (miRNA)	Target Gene	Target Gene (Entrez Gene ID)	Species (Target Gene)	Experiments	Support Type	References (PMID)
MIRT003010	hsa-miR-20a-5p	Homo sapiens	MAP3K12	7786	Homo sapiens	Luciferase reporter assay	Functional MTI	19666108
MIRT003744	hsa-miR-320a	Homo sapiens	TFRC	7037	Homo sapiens	Luciferase reporter assay	Functional MTI	18523662
MIRT003744	hsa-miR-320a	Homo sapiens	TFRC	7037	Homo sapiens	Luciferase reporter assay	Functional MTI	19164563
MIRT003744	hsa-miR-320a	Homo sapiens	TFRC	7037	Homo sapiens	Luciferase reporter assay//flow//Northern blot	Functional MTI	19135902
MIRT003007	hsa-miR-155-5p	Homo sapiens	TP53INP1	94241	Homo sapiens	Western blot//Luciferase reporter assay//Reporter assay	Functional MTI	17911264
MIRT003007	hsa-miR-155-5p	Homo sapiens	TP53INP1	94241	Homo sapiens	Microarray//qRT-PCR//Western blot	Functional MTI	21093163
MIRT003007	hsa-miR-155-5p	Homo sapiens	TP53INP1	94241	Homo sapiens	Reporter assay;Other	Functional MTI	20584899
MIRT003007	hsa-miR-155-5p	Homo sapiens	TP53INP1	94241	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23209550
MIRT003007	hsa-miR-155-5p	Homo sapiens	TP53INP1	94241	Homo sapiens	Luciferase reporter assay	Functional MTI	24152184
MIRT003007	hsa-miR-155-5p	Homo sapiens	TP53INP1	94241	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23568502
MIRT003006	hsa-miR-122-5p	Homo sapiens	CCNG1	900	Homo sapiens	Reporter assay	Functional MTI	17616664
MIRT003006	hsa-miR-122-5p	Homo sapiens	CCNG1	900	Homo sapiens	Western blot	Functional MTI	19584283
MIRT003006	hsa-miR-122-5p	Homo sapiens	CCNG1	900	Homo sapiens	Reporter assay;Western blot	Functional MTI	18692484
MIRT003005	hsa-miR-130a-3p	Homo sapiens	TAC1	6863	Homo sapiens	Luciferase reporter assay//Reporter assay;Other	Functional MTI	17855557
MIRT003004	hsa-miR-206	Homo sapiens	TAC1	6863	Homo sapiens	Luciferase reporter assay//Reporter assay;Other	Functional MTI	17855557
MIRT003003	hsa-miR-320a	Homo sapiens	TAC1	6863	Homo sapiens	Luciferase reporter assay	Non-Functional MTI	17855557
MIRT002993	hsa-miR-126-3p	Homo sapiens	CRK	1398	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	18602365
MIRT002993	hsa-miR-126-3p	Homo sapiens	CRK	1398	Homo sapiens	Western blot	Functional MTI	19767772
MIRT002993	hsa-miR-126-3p	Homo sapiens	CRK	1398	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Western blot	Functional MTI	20619534
MIRT002993	hsa-miR-126-3p	Homo sapiens	CRK	1398	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24969300
MIRT002993	hsa-miR-126-3p	Homo sapiens	CRK	1398	Homo sapiens	qRT-PCR//Western blot	Functional MTI	25027343
MIRT002988	hsa-miR-429	Homo sapiens	RERE	473	Homo sapiens	Luciferase reporter assay	Functional MTI	17923093
MIRT002987	hsa-miR-200b-3p	Homo sapiens	RERE	473	Homo sapiens	Luciferase reporter assay	Functional MTI	17923093
MIRT003748	hsa-let-7c-5p	Homo sapiens	MYC	4609	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	17877811
MIRT001800	hsa-miR-16-5p	Homo sapiens	BCL2	596	Homo sapiens	Luciferase reporter assay	Functional MTI	17877811
MIRT001800	hsa-miR-16-5p	Homo sapiens	BCL2	596	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot//Reporter assay	Functional MTI	18449891
MIRT001800	hsa-miR-16-5p	Homo sapiens	BCL2	596	Homo sapiens	Luciferase reporter assay	Functional MTI	17351108
MIRT001800	hsa-miR-16-5p	Homo sapiens	BCL2	596	Homo sapiens	Luciferase reporter assay	Functional MTI	17707831
MIRT001800	hsa-miR-16-5p	Homo sapiens	BCL2	596	Homo sapiens	Immunohistochemistry//Microarray//Western blot	Functional MTI	20643754
MIRT001800	hsa-miR-16-5p	Homo sapiens	BCL2	596	Homo sapiens	Western blot	Functional MTI	20876285
MIRT001800	hsa-miR-16-5p	Homo sapiens	BCL2	596	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	19269153
MIRT001800	hsa-miR-16-5p	Homo sapiens	BCL2	596	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	16166262
MIRT001800	hsa-miR-16-5p	Homo sapiens	BCL2	596	Homo sapiens	Western blot	Functional MTI	19903841
MIRT001800	hsa-miR-16-5p	Homo sapiens	BCL2	596	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23907579
MIRT001800	hsa-miR-16-5p	Homo sapiens	BCL2	596	Homo sapiens	Western blot	Functional MTI	24148817
MIRT002025	hsa-miR-124-3p	Homo sapiens	CEBPA	1050	Homo sapiens	Luciferase reporter assay//Western blot//Reporter assay	Functional MTI	18451139
MIRT002027	hsa-let-7a-5p	Homo sapiens	lin-41	172760	Caenorhabditis elegans	Luciferase reporter assay//Ribonuclease protection assay	Functional MTI	17535905
MIRT003752	hsa-let-7a-5p	Homo sapiens	trim71	561754	Danio rerio	Luciferase reporter assay	Functional MTI	17890240
MIRT002076	hsa-let-7c-5p	Homo sapiens	TRIM71	131405	Homo sapiens	Luciferase reporter assay//Reporter assay;Other	Functional MTI	17890240
MIRT002077	hsa-let-7a-5p	Homo sapiens	TRIM71	131405	Homo sapiens	Luciferase reporter assay//Reporter assay	Functional MTI	17890240
MIRT002077	hsa-let-7a-5p	Homo sapiens	TRIM71	131405	Homo sapiens	Luciferase reporter assay	Functional MTI	18829576
MIRT002078	hsa-let-7a-5p	Homo sapiens	FOXA1	3169	Homo sapiens	Luciferase reporter assay	Non-Functional MTI	17890240
MIRT002079	hsa-let-7a-5p	Homo sapiens	NR1I2	8856	Homo sapiens	Luciferase reporter assay	Non-Functional MTI	17890240
MIRT002080	hsa-let-7a-5p	Homo sapiens	VDR	7421	Homo sapiens	Luciferase reporter assay	Non-Functional MTI	17890240
MIRT003753	hsa-miR-378a-5p	Homo sapiens	TUSC2	11334	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	18077375
MIRT002084	hsa-miR-378a-5p	Homo sapiens	SUFU	51684	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	18077375
MIRT003754	hsa-miR-125b-5p	Homo sapiens	NTRK3	4916	Homo sapiens	Luciferase reporter assay//Western blot//Reporter assay	Functional MTI	17483472
MIRT003755	hsa-miR-125a-5p	Homo sapiens	NTRK3	4916	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	17483472
MIRT003755	hsa-miR-125a-5p	Homo sapiens	NTRK3	4916	Homo sapiens	Luciferase reporter assay	Functional MTI	19179615
MIRT003755	hsa-miR-125a-5p	Homo sapiens	NTRK3	4916	Homo sapiens	Luciferase reporter assay	Functional MTI	18973228
MIRT003323	hsa-miR-9-5p	Homo sapiens	NTRK3	4916	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	17483472
MIRT003323	hsa-miR-9-5p	Homo sapiens	NTRK3	4916	Homo sapiens	Luciferase reporter assay	Functional MTI	19188439
MIRT003323	hsa-miR-9-5p	Homo sapiens	NTRK3	4916	Homo sapiens	Luciferase reporter assay	Functional MTI	18973228
MIRT003756	hsa-miR-222-3p	Homo sapiens	TNFSF10	8743	Homo sapiens	Western blot	Functional MTI	18246122
MIRT003757	hsa-miR-221-3p	Homo sapiens	TNFSF10	8743	Homo sapiens	Western blot	Functional MTI	18246122
MIRT002090	hsa-miR-21-5p	Homo sapiens	NFIB	4781	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	18384814
MIRT002097	hsa-let-7g-5p	Homo sapiens	HMGA2	8091	Homo sapiens	Western blot//Reporter assay	Functional MTI	18413726
MIRT002097	hsa-let-7g-5p	Homo sapiens	HMGA2	8091	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	17600087
MIRT002097	hsa-let-7g-5p	Homo sapiens	HMGA2	8091	Homo sapiens	Luciferase reporter assay	Functional MTI	18308936
MIRT002097	hsa-let-7g-5p	Homo sapiens	HMGA2	8091	Homo sapiens	Luciferase reporter assay	Functional MTI	23318420
MIRT002098	hsa-miR-34a-5p	Homo sapiens	SIRT1	23411	Homo sapiens	Western blot//qRT-PCR//Luciferase reporter assay	Functional MTI	18834855
MIRT002098	hsa-miR-34a-5p	Homo sapiens	SIRT1	23411	Homo sapiens	Western blot//Luciferase reporter assay//Northern blot	Functional MTI	18755897
MIRT002098	hsa-miR-34a-5p	Homo sapiens	SIRT1	23411	Homo sapiens	Luciferase reporter assay	Functional MTI	19461653
MIRT002098	hsa-miR-34a-5p	Homo sapiens	SIRT1	23411	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot//Reporter assay;Western blot;qRT-PCR	Functional MTI	20185821
MIRT002098	hsa-miR-34a-5p	Homo sapiens	SIRT1	23411	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	19221490
MIRT002098	hsa-miR-34a-5p	Homo sapiens	SIRT1	23411	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot//Reporter assay;Western blot;qRT-PCR	Functional MTI	20627091
MIRT002098	hsa-miR-34a-5p	Homo sapiens	SIRT1	23411	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	20470934
MIRT002098	hsa-miR-34a-5p	Homo sapiens	SIRT1	23411	Homo sapiens	qRT-PCR//Western blot	Functional MTI	21297663
MIRT002098	hsa-miR-34a-5p	Homo sapiens	SIRT1	23411	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21909380
MIRT002098	hsa-miR-34a-5p	Homo sapiens	SIRT1	23411	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Non-Functional MTI	23954321
MIRT001226	hsa-miR-16-5p	Homo sapiens	CCNE1	898	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	19250063
MIRT001226	hsa-miR-16-5p	Homo sapiens	CCNE1	898	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	19591824
MIRT001226	hsa-miR-16-5p	Homo sapiens	CCNE1	898	Homo sapiens	qRT-PCR//flow//Luciferase reporter assay//Western blot	Functional MTI	18701644
MIRT001226	hsa-miR-16-5p	Homo sapiens	CCNE1	898	Homo sapiens	Luciferase reporter assay	Functional MTI	23083510
MIRT003759	hsa-miR-143-3p	Homo sapiens	MAPK7	5598	Homo sapiens	In situ hybridization//qRT-PCR//Western blot	Functional MTI	17504027
MIRT003759	hsa-miR-143-3p	Homo sapiens	MAPK7	5598	Homo sapiens	qRT-PCR//Western blot	Non-Functional MTI	19157460
MIRT003759	hsa-miR-143-3p	Homo sapiens	MAPK7	5598	Homo sapiens	Western blot//Luciferase reporter assay//Western blot;Other	Functional MTI	19464056
MIRT003759	hsa-miR-143-3p	Homo sapiens	MAPK7	5598	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	19855844
MIRT003759	hsa-miR-143-3p	Homo sapiens	MAPK7	5598	Homo sapiens	qRT-PCR//Western blot	Functional MTI	17892514
MIRT003759	hsa-miR-143-3p	Homo sapiens	MAPK7	5598	Homo sapiens	Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot	Functional MTI	15504739
MIRT003759	hsa-miR-143-3p	Homo sapiens	MAPK7	5598	Homo sapiens	qRT-PCR//Western blot	Functional MTI	16966691
MIRT003759	hsa-miR-143-3p	Homo sapiens	MAPK7	5598	Homo sapiens	qRT-PCR//Western blot	Functional MTI	16969504
MIRT003759	hsa-miR-143-3p	Homo sapiens	MAPK7	5598	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21901135
MIRT003759	hsa-miR-143-3p	Homo sapiens	MAPK7	5598	Homo sapiens	Western blot	Functional MTI	23276710
MIRT003759	hsa-miR-143-3p	Homo sapiens	MAPK7	5598	Homo sapiens	Western blot	Functional MTI	19843160
MIRT003759	hsa-miR-143-3p	Homo sapiens	MAPK7	5598	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22374674
MIRT000066	hsa-miR-34b-5p	Homo sapiens	CREB1	1385	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	19258499
MIRT000066	hsa-miR-34b-5p	Homo sapiens	CREB1	1385	Homo sapiens	Luciferase reporter assay	Functional MTI	19461653
MIRT003761	hsa-miR-449a	Homo sapiens	HDAC8	55869	Homo sapiens	Western blot	Non-Functional MTI	19252524
MIRT002766	hsa-miR-1-3p	Homo sapiens	PGM2	55276	Homo sapiens	Luciferase reporter assay//Microarray	Non-Functional MTI	15685193
MIRT002815	hsa-miR-1-3p	Homo sapiens	NETO2	81831	Homo sapiens	Luciferase reporter assay//Microarray	Non-Functional MTI	15685193
MIRT003772	hsa-miR-1-3p	Homo sapiens	SRXN1	140809	Homo sapiens	Luciferase reporter assay//Microarray	Non-Functional MTI	15685193
MIRT000270	hsa-miR-16-5p	Homo sapiens	HMGA1	3159	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	19250063
MIRT000270	hsa-miR-16-5p	Homo sapiens	HMGA1	3159	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22139073
MIRT000381	hsa-miR-101-3p	Homo sapiens	EZH2	2146	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	19258506
MIRT000381	hsa-miR-101-3p	Homo sapiens	EZH2	2146	Homo sapiens	Luciferase reporter assay//Reporter assay	Functional MTI	14697198
MIRT000381	hsa-miR-101-3p	Homo sapiens	EZH2	2146	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	19008416
MIRT000381	hsa-miR-101-3p	Homo sapiens	EZH2	2146	Homo sapiens	Luciferase reporter assay	Functional MTI	19625769
MIRT000381	hsa-miR-101-3p	Homo sapiens	EZH2	2146	Homo sapiens	Luciferase reporter assay	Functional MTI	19043531
MIRT000381	hsa-miR-101-3p	Homo sapiens	EZH2	2146	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	20478051
MIRT000381	hsa-miR-101-3p	Homo sapiens	EZH2	2146	Homo sapiens	Immunoblot//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR	Functional MTI	21368858
MIRT000381	hsa-miR-101-3p	Homo sapiens	EZH2	2146	Homo sapiens	Flow//Immunohistochemistry//Microarray//qRT-PCR//Western blot	Functional MTI	22450781
MIRT000381	hsa-miR-101-3p	Homo sapiens	EZH2	2146	Homo sapiens	qRT-PCR//Western blot	Functional MTI	21932133
MIRT000381	hsa-miR-101-3p	Homo sapiens	EZH2	2146	Homo sapiens	Microarray//QRTPCR//Western blot	Functional MTI	23557329
MIRT000381	hsa-miR-101-3p	Homo sapiens	EZH2	2146	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24211736
MIRT000381	hsa-miR-101-3p	Homo sapiens	EZH2	2146	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23962556
MIRT002820	hsa-miR-1-3p	Homo sapiens	ADAR	103	Homo sapiens	Luciferase reporter assay//Microarray	Functional MTI	15685193
MIRT003780	hsa-miR-19b-3p	Homo sapiens	ATXN1	6310	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	18758459
MIRT003781	hsa-miR-19a-3p	Homo sapiens	ATXN1	6310	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	18758459
MIRT003782	hsa-miR-130a-3p	Homo sapiens	ATXN1	6310	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	18758459
MIRT000379	hsa-miR-101-3p	Homo sapiens	ATXN1	6310	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	18758459
MIRT003783	hsa-miR-200b-3p	Homo sapiens	ETS1	2113	Homo sapiens	Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21081489
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Western blot	Functional MTI	19672202
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	19072831
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	19906824
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	18850008
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Western blot	Functional MTI	20216554
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	20223231
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot//Reporter assay;Western blot;Microarray	Functional MTI	20048743
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	20813833
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	GFP reporter assay//Northern blot//qRT-PCR//Western blot//ASO assay	Functional MTI	19641183
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	19253296
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunocytochemistry//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot//Microarray//Reporter assay	Functional MTI	17681183
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Northern blot//qRT-PCR//Western blot//Reporter assay	Functional MTI	16762633
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	20797623
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//qRT-PCR//Western blot	Functional MTI	20978511
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot	Functional MTI	21187093
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21820606
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22267008
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	22956424
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	22761812
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22770403
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22879939
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	23226804
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Western blot	Functional MTI	21544242
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24817011
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23548551
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23174819
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23466500
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24154840
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24659669
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	22956257
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24603539
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24468088
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//	Functional MTI	24356956
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Immunofluorescence//Immunohistochemistry//qRT-PCR//Western blot	Functional MTI	23811941
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24161401
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23981302
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23643356
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	23275230
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23446999
MIRT001190	hsa-miR-21-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	23708209
MIRT003789	hsa-miR-488-5p	Homo sapiens	AR	367	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21064106
MIRT003789	hsa-miR-488-5p	Homo sapiens	AR	367	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	21710544
MIRT000185	hsa-miR-206	Homo sapiens	MET	4233	Homo sapiens	Western blot	Functional MTI	19620785
MIRT000185	hsa-miR-206	Homo sapiens	MET	4233	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	19710019
MIRT000185	hsa-miR-206	Homo sapiens	MET	4233	Homo sapiens	qRT-PCR//ChIP//Luciferase reporter assay//Western blot//Northern blot	Functional MTI	20388878
MIRT003790	hsa-miR-199a-3p	Homo sapiens	CD44	960	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21055388
MIRT003802	hsa-miR-107	Homo sapiens	MYB	4602	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	18818396
MIRT000283	hsa-miR-15a-5p	Homo sapiens	MYB	4602	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	18818396
MIRT000283	hsa-miR-15a-5p	Homo sapiens	MYB	4602	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR	Functional MTI	21205891
MIRT003803	hsa-miR-26a-5p	Homo sapiens	SMAD4	4089	Homo sapiens	Western blot	Functional MTI	20857419
MIRT003803	hsa-miR-26a-5p	Homo sapiens	SMAD4	4089	Homo sapiens	Luciferase reporter assay	Functional MTI	23028144
MIRT002272	hsa-miR-221-3p	Homo sapiens	CDKN1C	1028	Homo sapiens	Reporter assay//Luciferase reporter assay//qRT-PCR//Western blot//Northern blot	Functional MTI	18521080
MIRT002272	hsa-miR-221-3p	Homo sapiens	CDKN1C	1028	Homo sapiens	Luciferase reporter assay//Western blot//Reporter assay	Functional MTI	18413744
MIRT002272	hsa-miR-221-3p	Homo sapiens	CDKN1C	1028	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	19153141
MIRT002272	hsa-miR-221-3p	Homo sapiens	CDKN1C	1028	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	21278784
MIRT002272	hsa-miR-221-3p	Homo sapiens	CDKN1C	1028	Homo sapiens	Reporter assay;Microarray	Functional MTI	20018759
MIRT000316	hsa-miR-141-3p	Homo sapiens	ZEB2	9839	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	19830559
